"","sample","caab_code","level_1","level_2","level_3","level_4","level_5","level_6","level_7","level_8","family","genus","species","count","campaignid"
"322","4.03","82001015","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Fine sand (no shell fragments)",NA,NA,NA,NA,NA,NA,13,"2019-08_Ningaloo_stereo-BRUVs"
"323","4.08","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,17,"2019-08_Ningaloo_stereo-BRUVs"
"324","4.08","10000903","Biota","Sponges","Massive forms",NA,NA,NA,NA,NA,NA,NA,NA,2,"2019-08_Ningaloo_stereo-BRUVs"
"325","4.08","10000912","Biota","Sponges","Erect forms",NA,NA,NA,NA,NA,NA,NA,NA,7,"2019-08_Ningaloo_stereo-BRUVs"
"326","4.08","11168912","Biota","Cnidaria","Corals","Black & Octocorals","Fan (2D)",NA,NA,NA,NA,NA,NA,2,"2019-08_Ningaloo_stereo-BRUVs"
"327","4.08","82001014","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Coarse sand (with shell fragments)",NA,NA,NA,NA,NA,NA,8,"2019-08_Ningaloo_stereo-BRUVs"
"328","4.08","82001015","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Fine sand (no shell fragments)",NA,NA,NA,NA,NA,NA,4,"2019-08_Ningaloo_stereo-BRUVs"
"329","4.11","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,17,"2019-08_Ningaloo_stereo-BRUVs"
"330","4.11","10000903","Biota","Sponges","Massive forms",NA,NA,NA,NA,NA,NA,NA,NA,2,"2019-08_Ningaloo_stereo-BRUVs"
"331","4.11","10000912","Biota","Sponges","Erect forms",NA,NA,NA,NA,NA,NA,NA,NA,6,"2019-08_Ningaloo_stereo-BRUVs"
"332","4.11","11001000","Biota","Cnidaria","Hydroids",NA,NA,NA,NA,NA,NA,NA,NA,2,"2019-08_Ningaloo_stereo-BRUVs"
"333","4.11","11168912","Biota","Cnidaria","Corals","Black & Octocorals","Fan (2D)",NA,NA,NA,NA,NA,NA,1,"2019-08_Ningaloo_stereo-BRUVs"
"334","4.11","82001015","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Fine sand (no shell fragments)",NA,NA,NA,NA,NA,NA,12,"2019-08_Ningaloo_stereo-BRUVs"
"335","4.12","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,14,"2019-08_Ningaloo_stereo-BRUVs"
"336","4.12","11001000","Biota","Cnidaria","Hydroids",NA,NA,NA,NA,NA,NA,NA,NA,8,"2019-08_Ningaloo_stereo-BRUVs"
"337","4.12","82001015","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Fine sand (no shell fragments)",NA,NA,NA,NA,NA,NA,18,"2019-08_Ningaloo_stereo-BRUVs"
"338","5.02","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,17,"2019-08_Ningaloo_stereo-BRUVs"
"339","5.02","82001014","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Coarse sand (with shell fragments)",NA,NA,NA,NA,NA,NA,23,"2019-08_Ningaloo_stereo-BRUVs"
"340","5.03","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,20,"2019-08_Ningaloo_stereo-BRUVs"
"341","5.03","82001014","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Coarse sand (with shell fragments)",NA,NA,NA,NA,NA,NA,20,"2019-08_Ningaloo_stereo-BRUVs"
"342","5.07","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"2019-08_Ningaloo_stereo-BRUVs"
"343","5.07","82001014","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Coarse sand (with shell fragments)",NA,NA,NA,NA,NA,NA,25,"2019-08_Ningaloo_stereo-BRUVs"
"344","5.08","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"2019-08_Ningaloo_stereo-BRUVs"
"345","5.08","82001014","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Coarse sand (with shell fragments)",NA,NA,NA,NA,NA,NA,25,"2019-08_Ningaloo_stereo-BRUVs"
"346","5.11","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,17,"2019-08_Ningaloo_stereo-BRUVs"
"347","5.11","82001014","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Coarse sand (with shell fragments)",NA,NA,NA,NA,NA,NA,23,"2019-08_Ningaloo_stereo-BRUVs"
"348","5.13","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,18,"2019-08_Ningaloo_stereo-BRUVs"
"349","5.13","82001014","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Coarse sand (with shell fragments)",NA,NA,NA,NA,NA,NA,1,"2019-08_Ningaloo_stereo-BRUVs"
"350","5.13","82001015","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Fine sand (no shell fragments)",NA,NA,NA,NA,NA,NA,21,"2019-08_Ningaloo_stereo-BRUVs"
"351","6.01","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,19,"2019-08_Ningaloo_stereo-BRUVs"
"352","6.01","82001014","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Coarse sand (with shell fragments)",NA,NA,NA,NA,NA,NA,21,"2019-08_Ningaloo_stereo-BRUVs"
"353","6.02","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"2019-08_Ningaloo_stereo-BRUVs"
"354","6.02","82001014","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Coarse sand (with shell fragments)",NA,NA,NA,NA,NA,NA,25,"2019-08_Ningaloo_stereo-BRUVs"
"355","6.03","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"2019-08_Ningaloo_stereo-BRUVs"
"356","6.03","10000903","Biota","Sponges","Massive forms",NA,NA,NA,NA,NA,NA,NA,NA,3,"2019-08_Ningaloo_stereo-BRUVs"
"357","6.03","10000912","Biota","Sponges","Erect forms",NA,NA,NA,NA,NA,NA,NA,NA,4,"2019-08_Ningaloo_stereo-BRUVs"
"358","6.03","11168912","Biota","Cnidaria","Corals","Black & Octocorals","Fan (2D)",NA,NA,NA,NA,NA,NA,1,"2019-08_Ningaloo_stereo-BRUVs"
"359","6.03","11168917","Biota","Cnidaria","Corals","Black & Octocorals","Whip",NA,NA,NA,NA,NA,NA,7,"2019-08_Ningaloo_stereo-BRUVs"
"360","6.03","82001015","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Fine sand (no shell fragments)",NA,NA,NA,NA,NA,NA,15,"2019-08_Ningaloo_stereo-BRUVs"
"361","6.04","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"2019-08_Ningaloo_stereo-BRUVs"
"362","6.04","82001014","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Coarse sand (with shell fragments)",NA,NA,NA,NA,NA,NA,10,"2019-08_Ningaloo_stereo-BRUVs"
"363","6.04","82001015","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Fine sand (no shell fragments)",NA,NA,NA,NA,NA,NA,15,"2019-08_Ningaloo_stereo-BRUVs"
"364","6.05","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"2019-08_Ningaloo_stereo-BRUVs"
"365","6.05","82001014","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Coarse sand (with shell fragments)",NA,NA,NA,NA,NA,NA,10,"2019-08_Ningaloo_stereo-BRUVs"
"366","6.05","82001015","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Fine sand (no shell fragments)",NA,NA,NA,NA,NA,NA,15,"2019-08_Ningaloo_stereo-BRUVs"
"367","6.12","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,20,"2019-08_Ningaloo_stereo-BRUVs"
"368","6.12","82001014","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Coarse sand (with shell fragments)",NA,NA,NA,NA,NA,NA,19,"2019-08_Ningaloo_stereo-BRUVs"
"369","6.12","82001015","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Fine sand (no shell fragments)",NA,NA,NA,NA,NA,NA,1,"2019-08_Ningaloo_stereo-BRUVs"
"370","7.01","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,18,"2019-08_Ningaloo_stereo-BRUVs"
"371","7.01","82001014","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Coarse sand (with shell fragments)",NA,NA,NA,NA,NA,NA,22,"2019-08_Ningaloo_stereo-BRUVs"
"372","7.02","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,20,"2019-08_Ningaloo_stereo-BRUVs"
"373","7.02","82001014","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Coarse sand (with shell fragments)",NA,NA,NA,NA,NA,NA,16,"2019-08_Ningaloo_stereo-BRUVs"
"374","7.02","82001015","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Fine sand (no shell fragments)",NA,NA,NA,NA,NA,NA,4,"2019-08_Ningaloo_stereo-BRUVs"
"375","7.03","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,20,"2019-08_Ningaloo_stereo-BRUVs"
"376","7.03","82001014","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Coarse sand (with shell fragments)",NA,NA,NA,NA,NA,NA,20,"2019-08_Ningaloo_stereo-BRUVs"
"377","7.04","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,14,"2019-08_Ningaloo_stereo-BRUVs"
"378","7.04","11168917","Biota","Cnidaria","Corals","Black & Octocorals","Whip",NA,NA,NA,NA,NA,NA,1,"2019-08_Ningaloo_stereo-BRUVs"
"379","7.04","82001014","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Coarse sand (with shell fragments)",NA,NA,NA,NA,NA,NA,25,"2019-08_Ningaloo_stereo-BRUVs"
"380","7.05","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,17,"2019-08_Ningaloo_stereo-BRUVs"
"381","7.05","25001000","Biota","Echinoderms","Feather stars",NA,NA,NA,NA,NA,NA,NA,NA,3,"2019-08_Ningaloo_stereo-BRUVs"
"382","7.05","82001014","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Coarse sand (with shell fragments)",NA,NA,NA,NA,NA,NA,20,"2019-08_Ningaloo_stereo-BRUVs"
"383","7.08","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,20,"2019-08_Ningaloo_stereo-BRUVs"
"384","7.08","82001014","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Coarse sand (with shell fragments)",NA,NA,NA,NA,NA,NA,20,"2019-08_Ningaloo_stereo-BRUVs"
"385","8.01","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,13,"2019-08_Ningaloo_stereo-BRUVs"
"386","8.01","10000903","Biota","Sponges","Massive forms",NA,NA,NA,NA,NA,NA,NA,NA,1,"2019-08_Ningaloo_stereo-BRUVs"
"387","8.01","10000912","Biota","Sponges","Erect forms",NA,NA,NA,NA,NA,NA,NA,NA,1,"2019-08_Ningaloo_stereo-BRUVs"
"388","8.01","11168917","Biota","Cnidaria","Corals","Black & Octocorals","Whip",NA,NA,NA,NA,NA,NA,1,"2019-08_Ningaloo_stereo-BRUVs"
"389","8.01","82001014","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Coarse sand (with shell fragments)",NA,NA,NA,NA,NA,NA,24,"2019-08_Ningaloo_stereo-BRUVs"
"390","8.02","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,12,"2019-08_Ningaloo_stereo-BRUVs"
"391","8.02","10000912","Biota","Sponges","Erect forms",NA,NA,NA,NA,NA,NA,NA,NA,7,"2019-08_Ningaloo_stereo-BRUVs"
"392","8.02","11168902","Biota","Cnidaria","Corals","Black & Octocorals","Branching (3D)",NA,NA,NA,NA,NA,NA,5,"2019-08_Ningaloo_stereo-BRUVs"
"393","8.02","11168912","Biota","Cnidaria","Corals","Black & Octocorals","Fan (2D)",NA,NA,NA,NA,NA,NA,8,"2019-08_Ningaloo_stereo-BRUVs"
"394","8.02","11168917","Biota","Cnidaria","Corals","Black & Octocorals","Whip",NA,NA,NA,NA,NA,NA,2,"2019-08_Ningaloo_stereo-BRUVs"
"395","8.02","82001014","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Coarse sand (with shell fragments)",NA,NA,NA,NA,NA,NA,6,"2019-08_Ningaloo_stereo-BRUVs"
"396","8.05","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,19,"2019-08_Ningaloo_stereo-BRUVs"
"397","8.05","82001014","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Coarse sand (with shell fragments)",NA,NA,NA,NA,NA,NA,21,"2019-08_Ningaloo_stereo-BRUVs"
"398","8.06","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,18,"2019-08_Ningaloo_stereo-BRUVs"
"399","8.06","11168917","Biota","Cnidaria","Corals","Black & Octocorals","Whip",NA,NA,NA,NA,NA,NA,1,"2019-08_Ningaloo_stereo-BRUVs"
"400","8.06","82001014","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Coarse sand (with shell fragments)",NA,NA,NA,NA,NA,NA,21,"2019-08_Ningaloo_stereo-BRUVs"
"401","8.07","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,14,"2019-08_Ningaloo_stereo-BRUVs"
"402","8.07","82001014","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Coarse sand (with shell fragments)",NA,NA,NA,NA,NA,NA,26,"2019-08_Ningaloo_stereo-BRUVs"
"403","8.12","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"2019-08_Ningaloo_stereo-BRUVs"
"404","8.12","10000903","Biota","Sponges","Massive forms",NA,NA,NA,NA,NA,NA,NA,NA,3,"2019-08_Ningaloo_stereo-BRUVs"
"405","8.12","11168902","Biota","Cnidaria","Corals","Black & Octocorals","Branching (3D)",NA,NA,NA,NA,NA,NA,2,"2019-08_Ningaloo_stereo-BRUVs"
"406","8.12","11168912","Biota","Cnidaria","Corals","Black & Octocorals","Fan (2D)",NA,NA,NA,NA,NA,NA,2,"2019-08_Ningaloo_stereo-BRUVs"
"407","8.12","82001014","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Coarse sand (with shell fragments)",NA,NA,NA,NA,NA,NA,18,"2019-08_Ningaloo_stereo-BRUVs"
"408","9.01","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"2019-08_Ningaloo_stereo-BRUVs"
"409","9.01","10000903","Biota","Sponges","Massive forms",NA,NA,NA,NA,NA,NA,NA,NA,2,"2019-08_Ningaloo_stereo-BRUVs"
"410","9.01","10000912","Biota","Sponges","Erect forms",NA,NA,NA,NA,NA,NA,NA,NA,4,"2019-08_Ningaloo_stereo-BRUVs"
"411","9.01","11001000","Biota","Cnidaria","Hydroids",NA,NA,NA,NA,NA,NA,NA,NA,5,"2019-08_Ningaloo_stereo-BRUVs"
"412","9.01","11168902","Biota","Cnidaria","Corals","Black & Octocorals","Branching (3D)",NA,NA,NA,NA,NA,NA,1,"2019-08_Ningaloo_stereo-BRUVs"
"413","9.01","11168917","Biota","Cnidaria","Corals","Black & Octocorals","Whip",NA,NA,NA,NA,NA,NA,1,"2019-08_Ningaloo_stereo-BRUVs"
"414","9.01","82001014","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Coarse sand (with shell fragments)",NA,NA,NA,NA,NA,NA,12,"2019-08_Ningaloo_stereo-BRUVs"
"415","9.02","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,19,"2019-08_Ningaloo_stereo-BRUVs"
"416","9.02","11001000","Biota","Cnidaria","Hydroids",NA,NA,NA,NA,NA,NA,NA,NA,5,"2019-08_Ningaloo_stereo-BRUVs"
"417","9.02","11168902","Biota","Cnidaria","Corals","Black & Octocorals","Branching (3D)",NA,NA,NA,NA,NA,NA,1,"2019-08_Ningaloo_stereo-BRUVs"
"418","9.02","11168917","Biota","Cnidaria","Corals","Black & Octocorals","Whip",NA,NA,NA,NA,NA,NA,1,"2019-08_Ningaloo_stereo-BRUVs"
"419","9.02","82001014","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Coarse sand (with shell fragments)",NA,NA,NA,NA,NA,NA,14,"2019-08_Ningaloo_stereo-BRUVs"
"420","9.05","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"2019-08_Ningaloo_stereo-BRUVs"
"421","9.05","10000000","Biota","Sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"2019-08_Ningaloo_stereo-BRUVs"
"422","9.05","82001014","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Coarse sand (with shell fragments)",NA,NA,NA,NA,NA,NA,24,"2019-08_Ningaloo_stereo-BRUVs"
"423","9.06","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,17,"2019-08_Ningaloo_stereo-BRUVs"
"424","9.06","10000903","Biota","Sponges","Massive forms",NA,NA,NA,NA,NA,NA,NA,NA,5,"2019-08_Ningaloo_stereo-BRUVs"
"425","9.06","10000912","Biota","Sponges","Erect forms",NA,NA,NA,NA,NA,NA,NA,NA,5,"2019-08_Ningaloo_stereo-BRUVs"
"426","9.06","11168912","Biota","Cnidaria","Corals","Black & Octocorals","Fan (2D)",NA,NA,NA,NA,NA,NA,1,"2019-08_Ningaloo_stereo-BRUVs"
"427","9.06","82001014","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Coarse sand (with shell fragments)",NA,NA,NA,NA,NA,NA,6,"2019-08_Ningaloo_stereo-BRUVs"
"428","9.06","82001015","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Fine sand (no shell fragments)",NA,NA,NA,NA,NA,NA,6,"2019-08_Ningaloo_stereo-BRUVs"
"429","9.07","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"2019-08_Ningaloo_stereo-BRUVs"
"430","9.07","10000903","Biota","Sponges","Massive forms",NA,NA,NA,NA,NA,NA,NA,NA,1,"2019-08_Ningaloo_stereo-BRUVs"
"431","9.07","10000912","Biota","Sponges","Erect forms",NA,NA,NA,NA,NA,NA,NA,NA,4,"2019-08_Ningaloo_stereo-BRUVs"
"432","9.07","11001000","Biota","Cnidaria","Hydroids",NA,NA,NA,NA,NA,NA,NA,NA,5,"2019-08_Ningaloo_stereo-BRUVs"
"433","9.07","11168902","Biota","Cnidaria","Corals","Black & Octocorals","Branching (3D)",NA,NA,NA,NA,NA,NA,4,"2019-08_Ningaloo_stereo-BRUVs"
"434","9.07","11168912","Biota","Cnidaria","Corals","Black & Octocorals","Fan (2D)",NA,NA,NA,NA,NA,NA,1,"2019-08_Ningaloo_stereo-BRUVs"
"435","9.07","82001014","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Coarse sand (with shell fragments)",NA,NA,NA,NA,NA,NA,10,"2019-08_Ningaloo_stereo-BRUVs"
"436","9.08","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,"2019-08_Ningaloo_stereo-BRUVs"
"437","9.08","11001000","Biota","Cnidaria","Hydroids",NA,NA,NA,NA,NA,NA,NA,NA,1,"2019-08_Ningaloo_stereo-BRUVs"
"438","9.08","11168917","Biota","Cnidaria","Corals","Black & Octocorals","Whip",NA,NA,NA,NA,NA,NA,4,"2019-08_Ningaloo_stereo-BRUVs"
"439","9.08","82001015","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Fine sand (no shell fragments)",NA,NA,NA,NA,NA,NA,19,"2019-08_Ningaloo_stereo-BRUVs"
